,BLOCKID10,POP10,CE01_2014,long,lat
55537,170318421001004,0,-1,-87.7373571,41.9017938
55538,170312305002020,0,-1,-87.7354833,41.9100656
55539,170318312002029,0,-1,-87.73430970000001,41.9135656
55540,170312511001010,113,6,-87.7495761,41.8997858
55541,170311602004015,0,-1,-87.742763,41.953422100000004
55542,170311602004011,23,14,-87.74243220000001,41.9575399
55543,170311202001003,64,19,-87.7664984,42.0068046
55547,170311202002005,69,6,-87.75767049999999,41.9984683
55548,170311202003001,32,9,-87.7553895,41.9978022
55549,170311203003016,216,17,-87.74529,41.9839082
55552,170318318001011,58,3,-87.7157541,41.978422200000004
55553,170318318005015,0,-1,-87.7162794,41.98183289999999
55554,170311603001005,186,17,-87.7305698,41.9581766
55579,170311204002013,1,-1,-87.7535737,41.9759264
55592,170311404005005,1,-1,-87.746714,41.9744016
55593,170311602003009,105,17,-87.7347857,41.9544091
55594,170311601002008,90,5,-87.74464959999999,41.9669141
55595,170311601002010,120,9,-87.7433661,41.9653391
55596,170311601001021,126,48,-87.7391536,41.9617312
55654,170312003001012,108,20,-87.73254,41.9232437
55655,170312003001006,62,7,-87.7288761,41.923291799999994
55656,170318421005003,127,8,-87.7283178,41.8980756
55657,170312004023007,127,11,-87.7312776,41.9216842
55658,170312004022010,124,4,-87.7300123,41.9196488
55659,170312307003013,52,7,-87.72416120000001,41.9046347
55660,170312306001008,4,-1,-87.7282395,41.9074609
55661,170312312005001,67,3,-87.7256782,41.9024422
55662,170318421006001,89,9,-87.7271475,41.8999205
55710,170312001001000,0,-1,-87.73534740000001,41.937971399999995
55711,170311613004024,53,19,-87.7316776,41.9419835
55713,170311203001013,43,7,-87.7310162,41.994515
55719,170311405001017,33,4,-87.7314369,41.967462700000006
55720,170311303002004,91,7,-87.716647,41.9875148
55738,170312002002004,0,-1,-87.7360613,41.927101799999996
55739,170312001003009,0,-1,-87.7418045,41.932524
55740,170312510001014,91,6,-87.74743570000001,41.8988973
55741,170318421001010,23,4,-87.7392,41.9008609
55742,170312306006014,121,5,-87.73475450000001,41.9083013
55743,170312305002021,0,-1,-87.7342336,41.9100459
55744,170312511002006,93,70,-87.74952890000002,41.897029700000004
55745,170311612001018,0,-1,-87.74216120000001,41.944388200000006
55746,170311612001008,0,-1,-87.7387615,41.9440628
55751,170311203003005,49,3,-87.7416219,41.9868627
55752,170311602001005,59,4,-87.73176240000001,41.9614583
55763,170311908003011,5,0,-87.7479227,41.9253989
55764,170311903004016,19,1,-87.76011070000001,41.9315818
55765,170311908002008,62,6,-87.74797679999999,41.9272044
55766,170311903004003,42,1,-87.7610832,41.9327136
55767,170311911002001,125,3,-87.7471514,41.918056400000005
55768,170312512001003,26,1,-87.7643998,41.9010204
55769,170312507002016,34,4,-87.7573186,41.9024559
55770,170312508001004,94,5,-87.7554325,41.90871920000001
55771,170311503003002,61,4,-87.7610277,41.9589578
55772,170311502002030,101,10,-87.7561403,41.9603841
55773,170311508004004,89,7,-87.75335129999999,41.949464500000005
55775,170311101005019,59,9,-87.77636629999999,41.9911442
55776,170311101005018,110,14,-87.7773756,41.9909857
55785,170311902004014,69,4,-87.7527247,41.9316708
55786,170311908001008,78,1,-87.7480833,41.9299231
55787,170318313001023,2,-1,-87.7441736,41.9080458
55788,170312004011005,0,-1,-87.7405986,41.9189878
55789,170312508002016,26,3,-87.7496507,41.902542600000004
55790,170312511001005,35,4,-87.7511497,41.90118629999999
55791,170311302001019,598,87,-87.7335307,41.9793489
55796,170311302001020,94,10,-87.7368409,41.9805082
55797,170311611001004,98,3,-87.7386419,41.9526154
55798,170311603002012,15,1,-87.7333578,41.95401939999999
55799,170311404005036,39,4,-87.7418816,41.969466
55800,170311404005039,0,-1,-87.7405682,41.968196
55824,170311101001021,30,1,-87.7665268,41.9831545
55825,170311101005015,135,13,-87.76943409999998,41.9858592
55826,170311105015009,58,8,-87.7602725,41.978889
55833,170318317001036,68,8,-87.7456383,41.9504717
55834,170311510021004,195,16,-87.74850909999999,41.9417747
55835,170311510022015,92,22,-87.744919,41.9435997
55836,170311202002015,26,3,-87.7626984,41.998232
55837,170311202003004,33,3,-87.7561011,41.9955896
55838,170311202004021,0,-1,-87.7490438,41.9844917
55842,170311204001012,19,2,-87.7527214,41.980227
55843,170311204001002,46,0,-87.7502319,41.9820987
55857,170312104002001,0,-1,-87.7333827,41.9363736
55858,170312207022020,11,1,-87.7264806,41.9256469
55859,170312517001021,27,2,-87.7453464,41.891821
55860,170318421005027,0,-1,-87.735261,41.8902816
55861,170312315005016,17,4,-87.72287309999999,41.8901305
55862,170312312005000,37,4,-87.7244777,41.9024641
55863,170311613001007,104,9,-87.73021379999999,41.9449834
55864,170311613003010,105,4,-87.7311686,41.9401758
55865,170311203001018,34,3,-87.733447,41.9960675
55900,170312002002020,120,6,-87.7347213,41.9246318
55901,170312002001007,161,23,-87.7355252,41.930076799999995
55902,170312001003022,116,9,-87.74025290000002,41.9343561
55903,170311902002011,81,4,-87.74829940000001,41.935382700000005
55904,170312004012004,134,9,-87.7361578,41.921624200000004
55906,170311405003003,121,5,-87.7300528,41.9648566
55907,170311405001015,36,3,-87.7326555,41.9674261
55908,170311303004004,98,12,-87.715365,41.985713
55909,170311301001026,46,15,-87.7261125,41.994593200000004
55928,170310402012006,65,9,-87.69352090000001,41.9760876
55929,170311605022011,61,6,-87.709896,41.955485499999995
55930,170311607003010,83,4,-87.7038785,41.94777620000001
55931,170311607004003,137,13,-87.70636640000001,41.949378100000004
55932,170312101002014,60,1,-87.7036895,41.9416727
55933,170312107001005,121,11,-87.70142740000001,41.936829100000004
55935,170310715006003,9,1,-87.6357235,41.9150307
55936,170310811001002,0,-1,-87.62909959999999,41.9002581
55937,170313201002018,0,-1,-87.6215647,41.887443100000006
55938,170310304002001,59,6,-87.671219,41.986461
55939,170310304002007,204,11,-87.66945909999998,41.98475379999999
55940,170310308001009,113,5,-87.6671518,41.9830469
55941,170310308001010,6,1,-87.6682079,41.98214
55942,170310629001014,54,5,-87.6554838,41.9355571
55943,170310703002006,108,7,-87.6502083,41.9274697
55944,170310703002004,208,18,-87.6508178,41.927929799999994
55945,170310703001018,92,2,-87.6528543,41.930156700000005
55948,170312212001002,6,1,-87.7023193,41.9190745
55949,170318371001000,0,-1,-87.7038626,41.8878781
55950,170318367002032,0,-1,-87.7018077,41.8900162
55951,170318378001007,0,-1,-87.68962900000001,41.885561200000005
55952,170312430002001,86,5,-87.6807003,41.895157399999995
55953,170312406001001,0,-1,-87.6894365,41.914097999999996
55954,170312412002012,0,-1,-87.68531540000001,41.907434499999994
55955,170312413001022,103,10,-87.6812688,41.9042774
55956,170310505002010,47,5,-87.68083940000001,41.952962400000004
55957,170310513001017,22,3,-87.6737787,41.9364385
55958,170318325001013,7,0,-87.66727940000001,41.9228601
55959,170318323001019,0,-1,-87.6716991,41.920111999999996
55964,170310403001003,46,5,-87.70512099999999,41.9822107
55965,170311407024008,151,9,-87.715321,41.962245700000004
55966,170311407024011,77,6,-87.7162245,41.9613432
55967,170311605023012,46,6,-87.7159736,41.9540515
55968,170310307033003,18,4,-87.6595417,41.9808885
55969,170310305003009,5,1,-87.6606635,41.984281599999996
55970,170310106001015,52,9,-87.6687395,42.0042531
55971,170318306001004,113,11,-87.66955109999999,42.0008279
55972,170318306001013,35,2,-87.6682902,41.99856389999999
55973,170310302004004,58,6,-87.66566379999999,41.9968737
55974,170310618001002,405,33,-87.6479061,41.945923
55976,170318367002026,0,-1,-87.6993873,41.8912548
55977,170312407001006,85,8,-87.69492629999999,41.91298
55978,170312408001000,79,4,-87.697827,41.9132348
55979,170312226001012,105,19,-87.7035128,41.9147336
55980,170312410001009,117,12,-87.6926572,41.9075249
55981,170310201001018,185,11,-87.6895607,42.0125734
55983,170310208014013,120,6,-87.6935273,41.9876959
55984,170310209013002,197,26,-87.6870421,41.995049
55985,170310209013010,180,19,-87.6875975,41.9932207
55986,170310209013007,0,-1,-87.68943409999999,41.993188599999996
55987,170310401003006,49,6,-87.68315079999999,41.9784822
55988,170318422001059,24,2,-87.64701120000001,41.8994547
55989,170318423002041,12,0,-87.6423683,41.890159999999995
55990,170312801001007,0,-1,-87.6406128,41.888246
55991,170312801002002,0,-1,-87.640557,41.885073999999996
55992,170313301004085,0,-1,-87.61409,41.848664299999996
55993,170318410001004,0,-1,-87.6124303,41.8473582
55994,170310706001001,50,3,-87.66537779999999,41.932238399999996
55995,170318325002005,15,0,-87.6629709,41.9243255
55996,170318325002025,66,1,-87.6605043,41.922772200000004
55997,170310624001004,93,6,-87.66541629999999,41.9427091
55998,170310501002020,56,21,-87.67564890000001,41.9549065
55999,170310506001008,35,3,-87.6752657,41.9534992
56000,170318319002019,153,6,-87.6697084,41.9442453
56001,170318319001017,0,-1,-87.6684923,41.944263
56002,170318378002001,0,-1,-87.68049909999999,41.88813579999999
56003,170312424002001,38,3,-87.68326979999999,41.8992184
56004,170312424002006,80,8,-87.6832509,41.898313200000004
56005,170312222002009,37,3,-87.68670809999999,41.9149138
56007,170318311004007,92,9,-87.722063,41.9418886
56008,170318311004005,171,12,-87.7208365,41.9419018
56009,170312105011005,133,19,-87.7194309,41.9380405
56010,170312315003003,8,0,-87.7170797,41.89137720000001
56011,170312315004009,53,1,-87.715926,41.8927187
56012,170312209012006,166,6,-87.7180214,41.9184071
56013,170311608004011,12,1,-87.714849,41.9504651
56014,170318311001000,0,-1,-87.70815259999999,41.946388899999995
56020,170310715003019,0,-1,-87.6258713,41.912344299999994
56021,170310801004002,0,-1,-87.6261286,41.910340399999995
56022,170310801005013,0,-1,-87.6255555,41.9073277
56023,170310814021000,0,-1,-87.6071402,41.8945542
56025,170310101003008,192,9,-87.6672375,42.0203282
56026,170310101003012,35,2,-87.6674195,42.0194651
56027,170310103002012,233,24,-87.6674008,42.0184367
56028,170310103002015,299,21,-87.669283,42.017373799999994
56034,170312106021005,70,9,-87.7108082,41.9331552
56035,170312206024001,185,19,-87.7110952,41.931621
56036,170312302001018,8,0,-87.7125724,41.91035170000001
56037,170318366001012,0,-1,-87.7077824,41.8980635
56038,170310207022002,46,5,-87.7026588,41.9972787
56039,170310202001013,31,5,-87.70115600000001,42.014072799999994
56041,170310202003014,40,4,-87.7011088,42.0177092
56042,170310206011003,17,0,-87.700743,42.0046046
56043,170310404023007,50,4,-87.6795819,41.9714783
56044,170312204002006,63,5,-87.7009581,41.930938700000006
56045,170310510001017,59,4,-87.6835362,41.9408763
56047,170310717001003,33,0,-87.640941,41.91431779999999
56048,170318383001001,0,-1,-87.6386017,41.9033004
56049,170318383001011,0,-1,-87.63862409999999,41.901677500000005
56050,170318383001003,23,0,-87.64054420000001,41.9032158
56051,170310818002015,364,13,-87.63499250000001,41.8978052
56052,170310817001012,295,26,-87.6304651,41.895238299999995
56053,170312215001000,2,-1,-87.68790859999999,41.9244852
56054,170310506002005,33,3,-87.6758057,41.9484957
56055,170310506002019,0,-1,-87.6744707,41.9474588
56056,170310626001028,66,8,-87.6699301,41.9326114
56057,170310625001010,119,8,-87.67231720000001,41.9407906
56058,170318323001026,0,-1,-87.6687493,41.9168649
56059,170318422001066,0,-1,-87.6489723,41.900149600000006
56060,170310706002013,76,3,-87.6654937,41.9263251
56065,170310307022000,652,61,-87.65482790000002,41.98144370000001
56066,170310307061008,3,-1,-87.653728,41.977340399999996
56067,170310106002008,0,-1,-87.6659986,42.0109631
56068,170310301041009,0,-1,-87.6600659,41.9972956
56069,170310609002003,0,-1,-87.6436202,41.9496159
56070,170310314006004,0,-1,-87.6487685,41.963413200000005
56071,170310608002003,0,-1,-87.6446515,41.953561799999996
56077,170310402024015,90,7,-87.6921475,41.9785943
56078,170311408002005,46,5,-87.699461,41.963838700000004
56079,170310402013011,138,29,-87.69536640000001,41.9693515
56080,170310407002001,51,5,-87.6931757,41.968348299999995
56081,170310402011010,60,9,-87.691388,41.9735316
56082,170311605022007,86,7,-87.7086855,41.9555083
56083,170312107003020,57,9,-87.7041955,41.9361276
56084,170312108001016,0,-1,-87.69882829999999,41.934617700000004
56085,170312101001010,0,-1,-87.70184549999999,41.942152
56088,170310715001003,59,3,-87.63648420000001,41.9132247
56089,170310816001000,396,21,-87.62892729999999,41.8936669
56090,170310817002039,0,-1,-87.63032740000001,41.8896228
56092,170310107012017,68,5,-87.6791143,42.0092013
56096,170310308003010,28,4,-87.6679848,41.9793906
56097,170310304002005,0,-1,-87.67017790000001,41.98551629999999
56098,170310304002008,68,4,-87.6701679,41.9847044
56099,170310309001000,0,-1,-87.6691798,41.982535399999996
56100,170310107011013,45,2,-87.6768243,42.00558710000001
56101,170310209021010,0,-1,-87.6749946,41.9949373
56102,170310703002011,115,5,-87.6517583,41.926148299999994
56103,170310318001015,366,70,-87.6683957,41.9660527
56104,170318325001017,92,6,-87.6654736,41.9240725
56105,170310624001010,44,5,-87.66673359999999,41.9417774
56106,170310625001011,51,0,-87.6706082,41.94079779999999
56107,170318319002023,0,-1,-87.6714887,41.9449206
56108,170312215002025,33,3,-87.69108299999999,41.9203696
56109,170318378001028,38,0,-87.6900323,41.8825126
56110,170318378002009,0,-1,-87.6804085,41.8855678
56111,170312423002013,103,58,-87.68171099999999,41.8980913
56112,170310506001003,58,6,-87.6770901,41.95394520000001
56113,170318325001028,4,0,-87.6635938,41.92132470000001
56117,170312207024011,51,3,-87.71766550000001,41.9284539
56118,170312106023003,44,4,-87.71658149999999,41.9349604
56119,170312210001010,125,11,-87.7161137,41.9221002
56120,170312311001014,63,8,-87.7154431,41.896621100000004
56121,170312229001012,76,10,-87.717022,41.9163611
56122,170318366002028,123,11,-87.7137234,41.900047799999996
56123,170312311001009,110,14,-87.7149125,41.90002
56126,170310810002000,0,-1,-87.6306062,41.9001794
56127,170310811001003,0,-1,-87.6290666,41.899528600000004
56128,170310815002005,213,4,-87.6248733,41.895335100000004
56129,170310814032006,0,-1,-87.62432629999999,41.892738
56130,170313201004007,1425,81,-87.6156859,41.8867196
56132,170310102012000,40,4,-87.6771653,42.0186174
56133,170310102013005,183,17,-87.67645429999999,42.014401899999996
56134,170310107021006,295,67,-87.6709917,42.0097831
56136,170310312002003,0,-1,-87.6584812,41.972392299999996
56137,170310106004014,343,29,-87.6685148,42.007554799999994
56138,170310106001011,82,26,-87.66996999999999,42.005144
56139,170310302004017,76,8,-87.66684509999999,41.995695
56140,170310319001003,143,16,-87.66893320000001,41.9643295
56141,170310319002005,142,12,-87.6704677,41.962726
56142,170310602001008,125,6,-87.67176640000001,41.958681
56143,170310604001012,43,2,-87.6650086,41.9512877
56144,170310612001018,57,3,-87.6609725,41.947343100000005
56145,170310612001017,53,6,-87.6598023,41.9473852
56149,170312205001013,0,-1,-87.704251,41.9285237
56150,170312205002017,149,14,-87.7065971,41.9254724
56151,170312212002011,32,6,-87.7043143,41.9235223
56152,170318367002042,23,3,-87.7045326,41.8888807
56153,170318367002029,0,-1,-87.6948434,41.892462
56154,170318367002048,0,-1,-87.6989778,41.8883771
56155,170312407001002,0,-1,-87.69490259999999,41.913737299999994
56156,170312407001008,111,8,-87.6936993,41.9129888
56157,170312411002021,8,3,-87.6904657,41.9032518
56159,170312216001023,20,0,-87.6847818,41.9202783
56160,170318422001032,0,-1,-87.6512303,41.9043695
56161,170318422001063,0,-1,-87.65687790000001,41.903491100000004
56162,170318423002007,42,1,-87.651473,41.8979778
56163,170318422001030,0,-1,-87.6524298,41.9025125
56164,170318422001028,0,-1,-87.653867,41.9024495
56165,170318422001025,0,-1,-87.6569648,41.906273799999994
56166,170318423001055,0,-1,-87.65854449999999,41.9020421
56167,170318423002048,79,59,-87.6464223,41.8908104
56168,170312801001024,0,-1,-87.64388129999999,41.886249400000004
56169,170312801002007,0,-1,-87.6458061,41.885032
56170,170310207021020,67,7,-87.7077309,41.994752899999995
56171,170310203011003,360,43,-87.7077108,42.00881270000001
56172,170311408005012,32,1,-87.703223,41.967355600000005
56173,170312101002022,0,-1,-87.7072109,41.9396201
56174,170318311001016,0,-1,-87.71374920000001,41.941235600000006
56175,170318311001031,137,7,-87.71458559999999,41.940397499999996
56177,170310713002000,580,31,-87.6426623,41.9246354
56178,170318307004004,3,-1,-87.6567621,41.9632407
56179,170318321002002,101,7,-87.65618620000001,41.9537119
56180,170310610001002,190,11,-87.65290859999999,41.950110200000005
56185,170312206011004,71,7,-87.7111282,41.925824299999995
56186,170312211001003,14,4,-87.70980949999999,41.9244032
56187,170318366001008,83,4,-87.70329790000001,41.8976549
56188,170312427001008,135,15,-87.7014811,41.897362
56189,170312409001028,0,-1,-87.7011584,41.9007744
56190,170310206023000,47,3,-87.69391230000001,42.000382
56191,170310206021009,109,22,-87.69151409999999,42.0022453
56195,170310309001008,33,2,-87.6742605,41.9820257
56196,170310205004003,79,5,-87.6844219,41.9993949
56197,170310401001026,35,4,-87.6787093,41.9785412
56198,170310401001028,75,6,-87.67579350000001,41.9788199
56199,170310502003002,100,5,-87.6876397,41.9583564
56200,170310401002013,76,9,-87.67864770000001,41.97671810000001
56201,170310404024005,121,7,-87.68133809999999,41.969632700000005
56202,170310404021006,99,6,-87.6774751,41.97402
56203,170312203001010,67,8,-87.6960637,41.929787700000006
56204,170318309003009,0,-1,-87.69045679999999,41.929807000000004
56205,170318410001060,140,23,-87.6181943,41.8465744
56206,170312432001011,110,5,-87.6684245,41.893548200000005
56207,170312422002012,42,3,-87.6740359,41.897960499999996
56208,170312421003020,71,7,-87.6712704,41.8968505
56209,170312421003023,52,7,-87.6703608,41.896250200000004
56210,170312222001026,72,9,-87.6836816,41.9156475
56211,170312414001009,134,13,-87.6751672,41.9078667
56212,170318423001013,0,-1,-87.6641963,41.9116693
56213,170318423001045,0,-1,-87.6661457,41.912292
56214,170318423001069,0,-1,-87.6611203,41.904910799999996
56215,170312801001020,104,2,-87.6450202,41.8871162
